days,date,n_sick,calls,n_duty,n_sby,sby_need,dafted
782,2018-05-22,83,8442,1900,90,0,0
783,2018-05-23,80,7422,1900,90,0,0
784,2018-05-24,90,8814,1900,90,0,0
785,2018-05-25,102,7572,1900,90,0,0
786,2018-05-26,89,8136,1900,90,0,0
787,2018-05-27,88,7428,1900,90,0,0
788,2018-05-28,80,8862,1900,90,0,0
789,2018-05-29,70,8226,1900,90,0,0
790,2018-05-30,68,8064,1900,90,0,0
791,2018-05-31,67,7392,1900,90,0,0
792,2018-06-01,66,10752,1900,90,317,227
793,2018-06-02,60,8766,1900,90,0,0
794,2018-06-03,71,9834,1900,90,138,48
795,2018-06-04,80,11370,1900,90,454,364
796,2018-06-05,71,10020,1900,90,175,85
797,2018-06-06,77,9180,1900,90,13,0
798,2018-06-07,77,8718,1900,90,0,0
799,2018-06-08,78,8208,1900,90,0,0
800,2018-06-09,79,9318,1900,90,43,0
801,2018-06-10,90,7068,1900,90,0,0
802,2018-06-11,78,9012,1900,90,0,0
803,2018-06-12,72,10380,1900,90,248,158
804,2018-06-13,80,10638,1900,90,308,218
805,2018-06-14,78,8826,1900,90,0,0
806,2018-06-15,85,8994,1900,90,0,0
807,2018-06-16,82,8196,1900,90,0,0
808,2018-06-17,89,7488,1900,90,0,0
809,2018-06-18,86,8382,1900,90,0,0
810,2018-06-19,85,10452,1900,90,276,186
811,2018-06-20,90,9060,1900,90,2,0
812,2018-06-21,90,7902,1900,90,0,0
813,2018-06-22,91,7356,1900,90,0,0
814,2018-06-23,86,9600,1900,90,106,16
815,2018-06-24,86,8148,1900,90,0,0
816,2018-06-25,100,10122,1900,90,225,135
817,2018-06-26,85,9948,1900,90,175,85
818,2018-06-27,86,8070,1900,90,0,0
819,2018-06-28,82,9588,1900,90,100,10
820,2018-06-29,89,9510,1900,90,91,1
821,2018-06-30,90,7692,1900,90,0,0
822,2018-07-01,81,9240,1900,90,29,0
823,2018-07-02,80,10416,1900,90,264,174
824,2018-07-03,70,8694,1900,90,0,0
825,2018-07-04,60,8844,1900,90,0,0
826,2018-07-05,63,8544,1900,90,0,0
827,2018-07-06,71,9462,1900,90,64,0
828,2018-07-07,72,9420,1900,90,56,0
829,2018-07-08,78,8418,1900,90,0,0
830,2018-07-09,83,9336,1900,90,51,0
831,2018-07-10,78,9768,1900,90,132,42
832,2018-07-11,84,9348,1900,90,54,0
833,2018-07-12,80,10572,1900,90,295,205
834,2018-07-13,66,9300,1900,90,26,0
835,2018-07-14,66,10050,1900,90,176,86
836,2018-07-15,73,8742,1900,90,0,0
837,2018-07-16,70,9960,1900,90,162,72
838,2018-07-17,62,9210,1900,90,4,0
839,2018-07-18,65,9354,1900,90,36,0
840,2018-07-19,75,9378,1900,90,51,0
841,2018-07-20,72,7740,1900,90,0,0
842,2018-07-21,65,8550,1900,90,0,0
843,2018-07-22,62,6978,1900,90,0,0
844,2018-07-23,69,8148,1900,90,0,0
845,2018-07-24,69,9396,1900,90,49,0
846,2018-07-25,69,8586,1900,90,0,0
847,2018-07-26,78,8322,1900,90,0,0
848,2018-07-27,82,7872,1900,90,0,0
849,2018-07-28,77,7110,1900,90,0,0
850,2018-07-29,91,8376,1900,90,0,0
851,2018-07-30,92,8442,1900,90,0,0
852,2018-07-31,87,8394,1900,90,0,0
853,2018-08-01,75,9114,1900,90,0,0
854,2018-08-02,79,9024,1900,90,0,0
855,2018-08-03,77,9780,1900,90,133,43
856,2018-08-04,64,8946,1900,90,0,0
857,2018-08-05,61,9054,1900,90,0,0
858,2018-08-06,68,8322,1900,90,0,0
859,2018-08-07,69,9108,1900,90,0,0
860,2018-08-08,74,8676,1900,90,0,0
861,2018-08-09,75,7926,1900,90,0,0
862,2018-08-10,74,8406,1900,90,0,0
863,2018-08-11,59,7692,1900,90,0,0
864,2018-08-12,63,8070,1900,90,0,0
865,2018-08-13,64,8016,1900,90,0,0
866,2018-08-14,58,10146,1900,90,188,98
867,2018-08-15,53,8304,1900,90,0,0
868,2018-08-16,56,9648,1900,90,86,0
869,2018-08-17,62,7842,1900,90,0,0
870,2018-08-18,66,7470,1900,90,0,0
871,2018-08-19,75,9228,1900,90,21,0
872,2018-08-20,79,8304,1900,90,0,0
873,2018-08-21,71,9996,1900,90,171,81
874,2018-08-22,79,9354,1900,90,50,0
875,2018-08-23,83,9786,1900,90,141,51
876,2018-08-24,89,9072,1900,90,4,0
877,2018-08-25,82,9558,1900,90,94,4
878,2018-08-26,95,8712,1900,90,0,0
879,2018-08-27,90,9138,1900,90,18,0
880,2018-08-28,92,8652,1900,90,0,0
881,2018-08-29,80,8064,1900,90,0,0
882,2018-08-30,77,8244,1900,90,0,0
883,2018-08-31,87,9780,1900,90,143,53
884,2018-09-01,84,10644,1900,90,313,223
885,2018-09-02,83,10002,1900,90,184,94
886,2018-09-03,85,10656,1900,90,317,227
887,2018-09-04,80,9270,1900,90,34,0
888,2018-09-05,82,10752,1900,90,333,243
889,2018-09-06,88,9966,1900,90,182,92
890,2018-09-07,91,9336,1900,90,59,0
891,2018-09-08,85,8970,1900,90,0,0
892,2018-09-09,94,8622,1900,90,0,0
893,2018-09-10,102,7896,1900,90,0,0
894,2018-09-11,90,9504,1900,90,91,1
895,2018-09-12,91,9606,1900,90,113,23
896,2018-09-13,97,8010,1900,90,0,0
897,2018-09-14,100,7662,1900,90,0,0
898,2018-09-15,97,7746,1900,90,0,0
899,2018-09-16,93,9120,1900,90,17,0
900,2018-09-17,90,7680,1900,90,0,0
901,2018-09-18,89,8892,1900,90,0,0
902,2018-09-19,107,8040,1900,90,0,0
903,2018-09-20,116,8784,1900,90,0,0
904,2018-09-21,116,9108,1900,90,38,0
905,2018-09-22,102,9438,1900,90,90,0
906,2018-09-23,104,6420,1900,90,0,0
907,2018-09-24,104,8700,1900,90,0,0
908,2018-09-25,106,9228,1900,90,52,0
909,2018-09-26,104,8364,1900,90,0,0
910,2018-09-27,106,7800,1900,90,0,0
911,2018-09-28,114,7278,1900,90,0,0
912,2018-09-29,100,7224,1900,90,0,0
913,2018-09-30,102,7734,1900,90,0,0
914,2018-10-01,100,9456,1900,90,92,2
915,2018-10-02,89,9036,1900,90,0,0
916,2018-10-03,94,8592,1900,90,0,0
917,2018-10-04,93,10188,1900,90,231,141
918,2018-10-05,92,8964,1900,90,0,0
919,2018-10-06,77,7764,1900,90,0,0
920,2018-10-07,85,7518,1900,90,0,0
921,2018-10-08,93,9990,1900,90,191,101
922,2018-10-09,97,9870,1900,90,171,81
923,2018-10-10,97,7896,1900,90,0,0
924,2018-10-11,103,7302,1900,90,0,0
925,2018-10-12,106,7506,1900,90,0,0
926,2018-10-13,93,9318,1900,90,57,0
927,2018-10-14,99,8124,1900,90,0,0
928,2018-10-15,102,7194,1900,90,0,0
929,2018-10-16,97,9300,1900,90,57,0
930,2018-10-17,97,9834,1900,90,164,74
931,2018-10-18,100,8874,1900,90,0,0
932,2018-10-19,109,6852,1900,90,0,0
933,2018-10-20,98,6816,1900,90,0,0
934,2018-10-21,103,8832,1900,90,0,0
935,2018-10-22,102,7968,1900,90,0,0
936,2018-10-23,98,9468,1900,90,92,2
937,2018-10-24,90,7074,1900,90,0,0
938,2018-10-25,78,7512,1900,90,0,0
939,2018-10-26,81,7092,1900,90,0,0
940,2018-10-27,79,8766,1900,90,0,0
941,2018-10-28,87,7710,1900,90,0,0
942,2018-10-29,93,7662,1900,90,0,0
943,2018-10-30,82,7164,1900,90,0,0
944,2018-10-31,85,8502,1900,90,0,0
945,2018-11-01,77,9174,1900,90,12,0
946,2018-11-02,75,10140,1900,90,203,113
947,2018-11-03,70,7806,1900,90,0,0
948,2018-11-04,72,9168,1900,90,6,0
949,2018-11-05,75,7752,1900,90,0,0
950,2018-11-06,62,9132,1900,90,0,0
951,2018-11-07,57,7638,1900,90,0,0
952,2018-11-08,58,7188,1900,90,0,0
953,2018-11-09,66,7722,1900,90,0,0
954,2018-11-10,60,9150,1900,90,0,0
955,2018-11-11,67,8880,1900,90,0,0
956,2018-11-12,75,7614,1900,90,0,0
957,2018-11-13,63,8322,1900,90,0,0
958,2018-11-14,61,7614,1900,90,0,0
959,2018-11-15,66,7146,1900,90,0,0
960,2018-11-16,78,6558,1900,90,0,0
961,2018-11-17,71,6882,1900,90,0,0
962,2018-11-18,74,8610,1900,90,0,0
963,2018-11-19,88,9120,1900,90,12,0
964,2018-11-20,79,7200,1900,90,0,0
965,2018-11-21,72,8034,1900,90,0,0
966,2018-11-22,72,9060,1900,90,0,0
967,2018-11-23,73,6690,1900,90,0,0
968,2018-11-24,63,7812,1900,90,0,0
969,2018-11-25,74,7740,1900,90,0,0
970,2018-11-26,72,8046,1900,90,0,0
971,2018-11-27,81,6810,1900,90,0,0
972,2018-11-28,78,8598,1900,90,0,0
973,2018-11-29,78,7716,1900,90,0,0
974,2018-11-30,91,7518,1900,90,0,0
975,2018-12-01,72,9678,1900,90,108,18
976,2018-12-02,79,7812,1900,90,0,0
977,2018-12-03,88,9486,1900,90,86,0
978,2018-12-04,90,7896,1900,90,0,0
979,2018-12-05,85,8076,1900,90,0,0
980,2018-12-06,81,8220,1900,90,0,0
981,2018-12-07,84,8268,1900,90,0,0
982,2018-12-08,73,8292,1900,90,0,0
983,2018-12-09,74,6024,1900,90,0,0
984,2018-12-10,87,8616,1900,90,0,0
985,2018-12-11,88,6942,1900,90,0,0
986,2018-12-12,95,6516,1900,90,0,0
987,2018-12-13,101,8010,1900,90,0,0
988,2018-12-14,85,6552,1900,90,0,0
989,2018-12-15,72,6102,1900,90,0,0
990,2018-12-16,83,5850,1900,90,0,0
991,2018-12-17,94,8532,1900,90,0,0
992,2018-12-18,94,8238,1900,90,0,0
993,2018-12-19,100,8982,1900,90,0,0
994,2018-12-20,95,7620,1900,90,0,0
995,2018-12-21,106,5844,1900,90,0,0
996,2018-12-22,85,5904,1900,90,0,0
997,2018-12-23,76,6684,1900,90,0,0
998,2018-12-24,59,7392,1900,90,0,0
999,2018-12-25,58,7008,1900,90,0,0
1000,2018-12-26,63,6744,1900,90,0,0
1001,2018-12-27,74,8316,1900,90,0,0
1002,2018-12-28,78,8652,1900,90,0,0
1003,2018-12-29,76,6006,1900,90,0,0
1004,2018-12-30,78,6120,1900,90,0,0
1005,2018-12-31,75,6318,1900,90,0,0
1006,2019-01-01,57,8382,1900,90,0,0
1007,2019-01-02,82,9672,1900,90,117,27
1008,2019-01-03,83,7404,1900,90,0,0
1009,2019-01-04,83,9240,1900,90,31,0
1010,2019-01-05,73,7746,1900,90,0,0
1011,2019-01-06,75,7266,1900,90,0,0
1012,2019-01-07,78,6798,1900,90,0,0
1013,2019-01-08,79,8952,1900,90,0,0
1014,2019-01-09,81,8934,1900,90,0,0
1015,2019-01-10,74,8454,1900,90,0,0
1016,2019-01-11,85,8544,1900,90,0,0
1017,2019-01-12,71,7824,1900,90,0,0
1018,2019-01-13,71,7002,1900,90,0,0
1019,2019-01-14,75,8118,1900,90,0,0
1020,2019-01-15,71,7152,1900,90,0,0
1021,2019-01-16,72,9240,1900,90,20,0
1022,2019-01-17,75,7332,1900,90,0,0
1023,2019-01-18,71,7254,1900,90,0,0
1024,2019-01-19,58,8166,1900,90,0,0
1025,2019-01-20,70,7440,1900,90,0,0
1026,2019-01-21,72,8430,1900,90,0,0
1027,2019-01-22,72,8196,1900,90,0,0
1028,2019-01-23,72,8850,1900,90,0,0
1029,2019-01-24,73,6258,1900,90,0,0
1030,2019-01-25,71,7284,1900,90,0,0
1031,2019-01-26,69,5760,1900,90,0,0
1032,2019-01-27,70,7512,1900,90,0,0
1033,2019-01-28,80,8994,1900,90,0,0
1034,2019-01-29,74,8532,1900,90,0,0
1035,2019-01-30,76,6354,1900,90,0,0
1036,2019-01-31,85,6276,1900,90,0,0
1037,2019-02-01,75,8292,1900,90,0,0
1038,2019-02-02,56,7512,1900,90,0,0
1039,2019-02-03,51,9012,1900,90,0,0
1040,2019-02-04,58,10710,1900,90,300,210
1041,2019-02-05,49,9204,1900,90,0,0
1042,2019-02-06,57,8994,1900,90,0,0
1043,2019-02-07,61,9984,1900,90,158,68
1044,2019-02-08,54,8226,1900,90,0,0
1045,2019-02-09,49,6924,1900,90,0,0
1046,2019-02-10,51,7566,1900,90,0,0
1047,2019-02-11,55,7656,1900,90,0,0
1048,2019-02-12,57,8508,1900,90,0,0
1049,2019-02-13,62,7302,1900,90,0,0
1050,2019-02-14,55,7086,1900,90,0,0
1051,2019-02-15,64,7002,1900,90,0,0
1052,2019-02-16,68,9036,1900,90,0,0
1053,2019-02-17,80,6126,1900,90,0,0
1054,2019-02-18,81,7764,1900,90,0,0
1055,2019-02-19,81,7638,1900,90,0,0
1056,2019-02-20,80,6972,1900,90,0,0
1057,2019-02-21,82,9480,1900,90,78,0
1058,2019-02-22,85,9318,1900,90,49,0
1059,2019-02-23,69,9042,1900,90,0,0
1060,2019-02-24,71,6384,1900,90,0,0
1061,2019-02-25,72,9324,1900,90,37,0
1062,2019-02-26,68,8568,1900,90,0,0
1063,2019-02-27,67,9522,1900,90,72,0
1064,2019-02-28,57,6762,1900,90,0,0
1065,2019-03-01,60,10608,1900,90,282,192
1066,2019-03-02,60,10620,1900,90,284,194
1067,2019-03-03,65,10026,1900,90,171,81
1068,2019-03-04,67,9906,1900,90,149,59
1069,2019-03-05,62,9312,1900,90,25,0
1070,2019-03-06,66,8112,1900,90,0,0
1071,2019-03-07,59,9684,1900,90,96,6
1072,2019-03-08,56,9018,1900,90,0,0
1073,2019-03-09,51,8826,1900,90,0,0
1074,2019-03-10,55,7254,1900,90,0,0
1075,2019-03-11,58,8394,1900,90,0,0
1076,2019-03-12,62,9348,1900,90,32,0
1077,2019-03-13,70,10536,1900,90,278,188
1078,2019-03-14,74,9120,1900,90,0,0
1079,2019-03-15,66,7944,1900,90,0,0
1080,2019-03-16,55,9906,1900,90,137,47
1081,2019-03-17,66,8616,1900,90,0,0
1082,2019-03-18,69,7608,1900,90,0,0
1083,2019-03-19,74,9768,1900,90,128,38
1084,2019-03-20,75,10080,1900,90,191,101
1085,2019-03-21,77,9660,1900,90,109,19
1086,2019-03-22,71,8742,1900,90,0,0
1087,2019-03-23,68,7386,1900,90,0,0
1088,2019-03-24,75,9294,1900,90,34,0
1089,2019-03-25,83,8724,1900,90,0,0
1090,2019-03-26,78,10008,1900,90,180,90
1091,2019-03-27,85,7446,1900,90,0,0
1092,2019-03-28,88,9996,1900,90,188,98
1093,2019-03-29,91,8076,1900,90,0,0
1094,2019-03-30,83,7356,1900,90,0,0
1095,2019-03-31,90,7134,1900,90,0,0
1096,2019-04-01,85,11850,1900,90,555,465
1097,2019-04-02,81,10920,1900,90,365,275
1098,2019-04-03,79,11328,1900,90,445,355
1099,2019-04-04,75,10260,1900,90,227,137
1100,2019-04-05,67,9444,1900,90,56,0
1101,2019-04-06,57,9900,1900,90,137,47
1102,2019-04-07,67,8034,1900,90,0,0
1103,2019-04-08,80,9786,1900,90,138,48
1104,2019-04-09,70,10050,1900,90,180,90
1105,2019-04-10,68,10638,1900,90,296,206
1106,2019-04-11,68,9036,1900,90,0,0
1107,2019-04-12,71,8256,1900,90,0,0
1108,2019-04-13,65,9264,1900,90,18,0
1109,2019-04-14,70,7188,1900,90,0,0
1110,2019-04-15,71,10746,1900,90,321,231
1111,2019-04-16,71,8286,1900,90,0,0
1112,2019-04-17,73,9072,1900,90,0,0
1113,2019-04-18,81,9522,1900,90,86,0
1114,2019-04-19,81,9312,1900,90,44,0
1115,2019-04-20,77,10008,1900,90,179,89
1116,2019-04-21,78,9588,1900,90,96,6
1117,2019-04-22,81,8058,1900,90,0,0
1118,2019-04-23,89,10218,1900,90,233,143
1119,2019-04-24,91,10692,1900,90,330,240
1120,2019-04-25,82,8862,1900,90,0,0
1121,2019-04-26,80,8532,1900,90,0,0
1122,2019-04-27,79,8670,1900,90,0,0
1123,2019-04-28,80,7314,1900,90,0,0
1124,2019-04-29,80,9192,1900,90,19,0
1125,2019-04-30,76,10296,1900,90,236,146
1126,2019-05-01,69,10494,1900,90,268,178
1127,2019-05-02,70,9606,1900,90,92,2
1128,2019-05-03,74,11742,1900,90,523,433
1129,2019-05-04,66,11334,1900,90,433,343
1130,2019-05-05,75,10044,1900,90,184,94
1131,2019-05-06,67,10464,1900,90,260,170
1132,2019-05-07,78,10944,1900,90,367,277
1133,2019-05-08,80,10368,1900,90,254,164
1134,2019-05-09,76,9648,1900,90,106,16
1135,2019-05-10,80,10638,1900,90,308,218
1136,2019-05-11,69,8454,1900,90,0,0
1137,2019-05-12,78,8040,1900,90,0,0
1138,2019-05-13,82,10698,1900,90,322,232
1139,2019-05-14,81,9480,1900,90,77,0
1140,2019-05-15,81,9528,1900,90,87,0
1141,2019-05-16,81,10866,1900,90,355,265
1142,2019-05-17,88,8790,1900,90,0,0
1143,2019-05-18,72,10524,1900,90,277,187
1144,2019-05-19,78,8316,1900,90,0,0
1145,2019-05-20,84,9102,1900,90,5,0
1146,2019-05-21,66,8664,1900,90,0,0
1147,2019-05-22,76,9480,1900,90,72,0
1148,2019-05-23,86,8544,1900,90,0,0
1149,2019-05-24,81,8814,1900,90,0,0
1150,2019-05-25,76,9846,1900,90,146,56
1151,2019-05-26,83,9882,1900,90,160,70
1152,2019-05-27,77,8790,1900,90,0,0
